crd,website_input,website_final,http_status,display_name,adv_official_name,display_vs_adv_similarity,best_brand_candidate,best_brand_source,brand_match_to_display,brand_match_to_adv,best_legal_candidate,legal_match_to_adv,score,status,evidence_json
173605,https://selkirkwealth.com/,https://selkirkwealth.com/,200.0,SELKIRK WEALTH ADVISORS,,0,"Selkirk Wealth Advisors, LLC",og_site_name,92,0,,0,50,Likely,"{""candidates"": {""title"": [""Wealth Management | Financial Planner | Investment Advisor""], ""og_site_name"": [""Selkirk Wealth Advisors, LLC""], ""og_title"": [""Wealth Management | Financial Planner | Investment Advisor""], ""h1"": [""wealth management:""], ""h2"": [""WASHINGTON FEE-ONLY FIDUCIARIES"", ""FINANCIAL PLANNING & WEALTH MANAGEMENT"", ""SPECIALIZING IN ACCUMULATING, GROWING AND PRESERVING WEALTH""], ""logo_alt"": [""small logo""], ""footer_text_snippet"": [""©2025 Selkirk Wealth Advisors, LLC. All rights reserved. Privacy Policy Sitemap""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Selkirk Wealth Advisors, LLC"", ""source"": ""og_site_name"", ""match_to_display"": 92, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
173711,https://prwealth.com/,https://www.hugedomains.com/domain_profile.cfm?d=prwealth.com,200.0,PR WEALTH MANAGEMENT GROUP,,0,PrWealth.com,h1,57,0,,0,0,Needs Review,"{""candidates"": {""title"": [""PrWealth.com is for sale | HugeDomains""], ""og_site_name"": [""HugeDomains""], ""og_title"": [""PrWealth.com is for sale | HugeDomains""], ""h1"": [""PrWealth.com""], ""h2"": [""Since 2005, we've helped thousands of people get the perfect domain name"", ""Customer success stories"", ""Our promise to you""], ""logo_alt"": [""logo""], ""footer_text_snippet"": [""Shop Home Categories Payment plans My account Safe and secure Money back guarantee Escrow.com NameBright.com Testimonials Helpful Tips Buying guide Case studies FAQs About us Overview Contact us Terms and conditions Privacy policy Talk to a""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""PrWealth.com"", ""source"": ""h1"", ""match_to_display"": 57, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
173728,https://upstartwealth.com/,https://www.upstartwealth.com/,200.0,UPSTART WEALTH MANAGEMENT,,0,Upstart Wealth Management | Home,title,90,0,,0,35,Needs Review,"{""candidates"": {""title"": [""Upstart Wealth Management | Home""], ""og_site_name"": [], ""og_title"": [""Upstart Wealth Management | Home""], ""h1"": [], ""h2"": [""Our Typical Clients"", ""Services"", ""Fee Only Fiduciaries""], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Upstart Wealth Management | Home"", ""source"": ""title"", ""match_to_display"": 90, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
173767,https://riverwealthadvisors.com/,https://www.riverwealthadvisors.com/,200.0,RIVER WEALTH ADVISORS,,0,River Wealth Advisors,og_site_name,100,0,River Wealth Advisors,0,70,Verified,"{""candidates"": {""title"": [""River Wealth Advisors""], ""og_site_name"": [""River Wealth Advisors""], ""og_title"": [""River Wealth Advisors""], ""h1"": [""LIVE YOUR BEST LIFE""], ""h2"": [""Plan Your Future."", ""We Provide a Concierge Approach to Wealth Management So Our Clients"", ""Can Worry Less and Enjoy Life More""], ""logo_alt"": [""River Wealth Advisors""], ""footer_text_snippet"": [""River Wealth Advisors Allentown, Pennsylvania, Camp Hill, Pennsylvania 717.888.9830 invest@riverwealthadvisors.com Hours Mon 8am to 5pm Tue 8am to 5pm Wed 8am to 5pm Thu 8am to 5pm Fri 8am to 4pm I am interested in learning more about how R""], ""jsonld_org_name"": [""River Wealth Advisors""], ""jsonld_org_legalName"": [""River Wealth Advisors""]}, ""best_brand"": {""candidate"": ""River Wealth Advisors"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
173770,https://navigatewealth.com/,https://navigatewealth.com/,200.0,NAVIGATE WEALTH MANAGEMENT,,0,Navigate Wealth – Wealth Management,title,88,0,,0,35,Needs Review,"{""candidates"": {""title"": [""Navigate Wealth – Wealth Management""], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [""Navigate Wealth Management, LLC Homewood City Hall 2850 19th Street South, Suite 350 Birmingham, AL 35209 Privacy Statement Form ADV Part 3 – CRS About Our Passion Our Clients Our Process Independent Advice Our Team Services Wealth Manageme""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Navigate Wealth – Wealth Management"", ""source"": ""title"", ""match_to_display"": 88, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
173929,https://krmwealth.com/,,,KRM WEALTH MANAGEMENT L.L.C.,,0,,,0,0,,0,0,Needs Review,"{""candidates"": {""title"": [], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": null, ""source"": null, ""match_to_display"": 0, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
173949,https://monographwealth.com/,https://www.monographwealth.com/,200.0,MONOGRAPH WEALTH ADVISORS,,0,Monograph Wealth,og_site_name,78,0,,0,20,Needs Review,"{""candidates"": {""title"": [""Monograph Wealth""], ""og_site_name"": [""Monograph Wealth""], ""og_title"": [""Monograph Wealth""], ""h1"": [], ""h2"": [""The next chapter in your journey with wealth begins""], ""logo_alt"": [""Monograph Wealth""], ""footer_text_snippet"": [""1230 Rosecrans Ave, #425 Manhattan Beach, CA 90266 Contact an Advisor Privacy Policy Client Relationship Summary Monograph Disclosures""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Monograph Wealth"", ""source"": ""og_site_name"", ""match_to_display"": 78, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
173997,https://wakefieldwealth.com/,https://www.wakefieldwealth.com/,200.0,WAKEFIELD WEALTH MANAGEMENT,,0,Investments & Planning | Wakefield Wealth Management,title,72,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Investments & Planning | Wakefield Wealth Management""], ""og_site_name"": [""Wakefield""], ""og_title"": [""Investments & Planning | Wakefield Wealth Management""], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [""Privacy Policy I ADV part 2A&B I Form CRS I Disclosures I © 2024 Wakefield Wealth Management. All rights reserved.""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Investments & Planning | Wakefield Wealth Management"", ""source"": ""title"", ""match_to_display"": 72, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174090,https://investevergreen.com/,https://investevergreen.com/,200.0,EVERGREEN WEALTH MANAGEMENT,,0,Evergreen Wealth Management,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Evergreen Wealth Management - Evergreen Wealth Management""], ""og_site_name"": [""Evergreen Wealth Management""], ""og_title"": [""Evergreen Wealth Management - Evergreen Wealth Management""], ""h1"": [], ""h2"": [""Evergreen Wealth Management is a highly customized boutique investment advisory company."", ""Follow Us"", ""Contact Us""], ""logo_alt"": [], ""footer_text_snippet"": [""Schedule a Conversation Request Your Custom Designed Plan Form ADV 2A | Form ADV 3 | Privacy Policy Resources Browse All Articles Market Updates Client Corner Follow Us Contact Us support@evergreenfg.com (517) 655-2118 ©2025 Evergreen Wealt""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Evergreen Wealth Management"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174092,https://www.falconwealthplanning.com/,https://www.falconwealthplanning.com/,200.0,FALCON WEALTH PLANNING,,0,Falcon Wealth Planning,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Falcon Wealth - Planning Made Simple""], ""og_site_name"": [""Falcon Wealth Planning""], ""og_title"": [""Falcon Wealth - Planning Made Simple""], ""h1"": [""We Help You Live the Life You Want"", ""We Help You Live the Life You Want​""], ""h2"": [""Keep More. Worry Less."", ""Click Here for More!"", ""PLANNING MADE SIMPLE™""], ""logo_alt"": [""FLA Award Logo"", ""Major publications"", ""CBS""], ""footer_text_snippet"": [""Home Who We Are What We Do Knowledge Center Contact Us Careers Client Login Locations Schedule Your Free Consultation! Disclosure Part 2A-ADV Part 3-Form CRS Privacy Policy Investment Adviser Public Disclosure Financial Advisors do not pro""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Falcon Wealth Planning"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174136,https://echowealthmanagement.com/,https://echowealthmanagement.com/,200.0,ECHO WEALTH MANAGEMENT,,0,Echo Wealth Management,logo_alt,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Financial Advisor & Wealth Management Firm | Plymouth, Minnesota - Echo Wealth Management""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""Why Echo Wealth Management?"", ""Testimonials""], ""h2"": [""Secure Today. Ready for Tomorrow."", ""Our Team in Action"", ""Let's Connect""], ""logo_alt"": [""Echo Wealth Management""], ""footer_text_snippet"": [""3033 Campus Drive, Suite N145 Plymouth, MN 55441 Contact Phone: (763) 432-7875 E-Mail: This email address is being protected from spambots. You need JavaScript enabled to view it. E-News Sign-Up Careers ADV Privacy Policy Disclosures Echo W""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Echo Wealth Management"", ""source"": ""logo_alt"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174328,https://www.prosperityea.com/,https://www.prosperityea.com/,200.0,PROSPERITY WEALTH MANAGEMENT,,0,Prosperity Wealth Management | An EisnerAmper Company,title,70,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Prosperity Wealth Management | An EisnerAmper Company""], ""og_site_name"": [], ""og_title"": [""Prosperity Wealth Management | An EisnerAmper Company""], ""h1"": [""Experience truly integrated wealth management""], ""h2"": [""Essential questions for strategic wealth planning"", ""How we deliver financial solutions""], ""logo_alt"": [""Prosperity | An EisnerAmper Company""], ""footer_text_snippet"": [""Services News Insights Our Team Locations Our Approach Contact Disclosures Securities offered through DAI Securities, LLC, Member FINRA / SIPC . Advisory Services offered through Prosperity – An EisnerAmper Company. Prosperity – An EisnerAm""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Prosperity Wealth Management | An EisnerAmper Company"", ""source"": ""title"", ""match_to_display"": 70, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174334,https://www.beaconplanners.com/,https://www.beaconplanners.com/,200.0,BEACON FINANCIAL ADVISORY,,0,Beacon Financial Partners,title,64,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Beacon Financial Partners""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""Brighter Financial Guidance for the Creation, Protection, and Preservation of Your Wealth""], ""h2"": [""The Beacon Process"", ""2000+"", ""25""], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Beacon Financial Partners"", ""source"": ""title"", ""match_to_display"": 64, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174386,https://corewealthadvisors.com/,https://corewealthadvisors.com/,200.0,CORE WEALTH ADVISORS,,0,Core Fiduciary Advisors,h1,69,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Core Fiduciary Advisors – Financial Education""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""Core Fiduciary Advisors""], ""h2"": [""Total Wealth Management"", ""Managing money with an eye on risk!"", ""Our Services""], ""logo_alt"": [], ""footer_text_snippet"": [""Core Fiduciary Advisors 2800 Eisenhower Avenue, Suite 220 Alexandria, VA 22314 Email: Have Questions? Office: 703-224-8973 Social Media Facebook Linkedin Disclaimer: Certified Financial Planner Board of Standards Inc. owns the certification""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Core Fiduciary Advisors"", ""source"": ""h1"", ""match_to_display"": 69, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174412,https://trevianwealth.com/,https://trevianwealth.com/,200.0,TREVIAN WEALTH MANAGEMENT,,0,Trevian Wealth Management: Wealth Management for Entrepreneurs and Investors,title,50,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Trevian Wealth Management: Wealth Management for Entrepreneurs and Investors""], ""og_site_name"": [], ""og_title"": [""Trevian Wealth Management: Wealth Management for Entrepreneurs and Investors""], ""h1"": [""Optimizing the personal finances of entrepreneurs and investors""], ""h2"": [""We offer our expertise to carefully selected individuals and families. We seek to provide high-quality independent advice on everything that is important to your personal finances, and we take great pride in fulfilling our fiduciary responsibility to our clients.""], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Trevian Wealth Management: Wealth Management for Entrepreneurs and Investors"", ""source"": ""title"", ""match_to_display"": 50, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174414,https://munnwealth.com/,https://www.munnwealth.com/,200.0,MUNN WEALTH MANAGEMENT,,0,Munn Wealth Management,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Munn Wealth Management - Empowering clients for lives of significance""], ""og_site_name"": [""Munn Wealth Management""], ""og_title"": [""Munn Wealth Management - Empowering clients for lives of significance""], ""h1"": [""Our highly accredited team of professionals at Munn Wealth Management has proudly been serving clients for 20 years"", ""$200 Million Under Management""], ""h2"": [""Step 1: Initial Phone Meeting"", ""The purpose of our brief 15-minute phone call will be to better understand your situation and determine if Munn Wealth is indeed a potential fit for your needs."", ""Step 2: Discovery Meeting""], ""logo_alt"": [""CertifiedKingdomAdvisor-Logo copy copy.png""], ""footer_text_snippet"": [""Back to Top Approach Impact Blog Team Contact Disclosures 1323DPS""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Munn Wealth Management"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174429,https://broadviewwealth.com/,https://www.broadviewwealth.com/,200.0,BROADVIEW WEALTH MANAGEMENT,,0,Broadview Wealth Management,logo_alt,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Broadview Wealth Management | Fee-Only Financial Advisor and Financial Planning Services""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""Financial Planning"", ""Wealth Management"", ""Tax Planning""], ""h2"": [], ""logo_alt"": [""Broadview Wealth Management""], ""footer_text_snippet"": [""The information contained in this website is informational and intended to provide background about our thinking and investment strategy. Our opinions are only that, and we make no guarantee about future investment results or the impact of""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Broadview Wealth Management"", ""source"": ""logo_alt"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174490,https://puruswealthmanagement.com/,https://www.puruswealthmanagement.com/,200.0,PURUS WEALTH MANAGEMENT,,0,Purus Wealth Management,title,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Purus Wealth Management""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""Helping make life better. Pure and simple.""], ""h2"": [""What we do"", ""Who We Help"", ""HOW WE HELP""], ""logo_alt"": [], ""footer_text_snippet"": [""Contact Us FAQ Form CRS Disclosures Privacy Policy 4675 MacArthur Court, Suite 770 Newport Beach, CA 92660 P: (949) 356-6330 F: (949) 356-6331 info@puruswm.com""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Purus Wealth Management"", ""source"": ""title"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174670,https://consciouscapitalwm.com/,,,CONSCIOUS CAPITAL WEALTH MANAGEMENT,,0,,,0,0,,0,0,Needs Review,"{""candidates"": {""title"": [], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": null, ""source"": null, ""match_to_display"": 0, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174697,https://shpwealth.com/,https://www.hugedomains.com/domain_profile.cfm?d=shpwealth.com,200.0,SHP WEALTH MANAGEMENT,,0,ShpWealth.com,h1,64,0,,0,0,Needs Review,"{""candidates"": {""title"": [""ShpWealth.com is for sale | HugeDomains""], ""og_site_name"": [""HugeDomains""], ""og_title"": [""ShpWealth.com is for sale | HugeDomains""], ""h1"": [""ShpWealth.com""], ""h2"": [""Since 2005, we've helped thousands of people get the perfect domain name"", ""Customer success stories"", ""Our promise to you""], ""logo_alt"": [""logo""], ""footer_text_snippet"": [""Shop Home Categories Payment plans My account Safe and secure Money back guarantee Escrow.com NameBright.com Testimonials Helpful Tips Buying guide Case studies FAQs About us Overview Contact us Terms and conditions Privacy policy Talk to a""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""ShpWealth.com"", ""source"": ""h1"", ""match_to_display"": 64, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174728,https://drivewealthadvisers.com/,https://drivewealthadvisers.com/,200.0,DRIVE WEALTH MANAGEMENT,,0,Drive Wealth Advisers,title,54,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Drive Wealth Advisers""], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [""Portfolio Management & Family Office Services for High-Net-Worth Families"", ""Our Clients""], ""logo_alt"": [""Drive Wealth Advisers"", ""logo dark"", ""logo light""], ""footer_text_snippet"": [""A: 3333 Digital Dr Suite 700, Lehi, UT 84043 P: 801.901.6150 E: info@drivewealthadvisers.com © 2023 Drive Wealth Advisors. All Rights Reserved | Privacy Policy & Disclosures | Form CRS PDF""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Drive Wealth Advisers"", ""source"": ""title"", ""match_to_display"": 54, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174761,https://www.bcspwm.com/,https://www.bcspwm.com/,200.0,BERNARD CAROLI WEALTH MANAGEMENT,,0,BCS,title,11,0,,0,0,Needs Review,"{""candidates"": {""title"": [""BCS""], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [""©2026 BCS Private Wealth Management. All Rights Reserved.""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""BCS"", ""source"": ""title"", ""match_to_display"": 11, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174765,https://granitebaywm.com/,https://granitebaywm.com/,200.0,GRANITE BAY WEALTH MANAGEMENT,,0,Granite Bay Wealth Management,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Financial Advisor & Wealth Management in Portsmouth, NH | Granite Bay Wealth Management""], ""og_site_name"": [""Granite Bay Wealth Management""], ""og_title"": [""Financial Advisor & Wealth Management in Portsmouth, NH | Granite Bay Wealth Management""], ""h1"": [""INVESTMENT MANAGEMENT""], ""h2"": [""HOW DO WE GO BEYOND INVESTING?"", ""MEET OUR TEAM"", ""ABOUT US""], ""logo_alt"": [""certified financial planner portsmouth nh""], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Granite Bay Wealth Management"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174901,https://wealthtrustam.com/,https://www.wealthtrustam.com/,200.0,WEALTHTRUST ASSET MANAGEMENT,,0,WealthTrust Asset Management,h1,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Retirement Planning Services | WealthTrust Asset Management""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""WealthTrust Asset Management""], ""h2"": [""Who We Are"", ""Our Mission"", ""What makes WealthTrust different?""], ""logo_alt"": [""WealthTrust Asset Management logo""], ""footer_text_snippet"": [""This is what we do. Get in touch today . Let's Talk Location 4458 Legendary Dr Suite 140 Destin, FL 32541 Contact Us P | 850-460-8440 E | john@wealthtrustam.com Inportant Disclosures Client Relationship Summary ADV Information WealthTrust""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""WealthTrust Asset Management"", ""source"": ""h1"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174907,https://mascoma.bank/investing/mascoma-wealth-management/,https://mascoma.bank/wealth-management/mascoma-wealth-management-llc/,200.0,MASCOMA WEALTH MANAGEMENT,,0,"Mascoma Wealth Management, LLC",og_title,92,0,,0,50,Likely,"{""candidates"": {""title"": [""Mascoma Wealth Management, LLC - Mascoma Bank""], ""og_site_name"": [""Mascoma Bank""], ""og_title"": [""Mascoma Wealth Management, LLC""], ""h1"": [""Uniquely Positioned Wealth Management""], ""h2"": [""Fiduciary Commitment"", ""Our Investment Management Approach"", ""ESG Investment Options""], ""logo_alt"": [""Mascoma Bank Logo""], ""footer_text_snippet"": [""Equal Opportunity Employer. Member FDIC. Equal Housing Lender. 603-448-3650 - 888-MASCOMA(627-2662) About Mascoma Bank Careers Privacy and Security Website Privacy and Cookies Accessibility Statement Disclaimers Contact Us Holiday Hours FAQ""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Mascoma Wealth Management, LLC"", ""source"": ""og_title"", ""match_to_display"": 92, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
174958,https://schmittwealthadvisers.com/,https://schmittwealthadvisers.com/,200.0,SCHMITT WEALTH ADVISERS,,0,Schmitt Wealth Advisers,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Home - Schmitt Wealth Advisers""], ""og_site_name"": [""Schmitt Wealth Advisers""], ""og_title"": [""Home - Schmitt Wealth Advisers""], ""h1"": [""Pursue Your Journey with Confidence""], ""h2"": [""Financial Planning"", ""Investment Management"", ""We're Here to Help""], ""logo_alt"": [], ""footer_text_snippet"": [""4555 Lake Forest Drive, Suite 235 Cincinnati, Ohio 45242 Disclosures and Terms & Conditions of Use Client Relationship Summary ADV: Firm Brochure Privacy Policy © 2023 Schmitt Wealth Advisers. All Rights Reserved. Site Map Wealth Portal Inv""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Schmitt Wealth Advisers"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
175118,https://woodsidewealth.com/,https://woodsidewealth.com/,200.0,WOODSIDE WEALTH MANAGEMENT,,0,Woodside Wealth,og_site_name,73,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Woodside Wealth - Financial Advisor, Framingham, MA — Woodside Wealth""], ""og_site_name"": [""Woodside Wealth""], ""og_title"": [""Woodside Wealth - Financial Advisor, Framingham, MA""], ""h1"": [""Let Us Be Your Trusted Advisor So You Can Focus On Life's Other Priorities"", ""Providing Personalized Experiences"", ""Who We Are""], ""h2"": [""Plan"", ""Implement"", ""Monitor""], ""logo_alt"": [""Logo for Woodside Wealth""], ""footer_text_snippet"": [""Copyright © 2024 Woodside Wealth Management. All rights reserved. Form CRS - Advisory Relationship Summary | Legal, privacy, copyright and trademark information Powered by Twenty Over Ten""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Woodside Wealth"", ""source"": ""og_site_name"", ""match_to_display"": 73, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
175126,https://windwardwealth.com/,https://www.hugedomains.com/domain_profile.cfm?d=windwardwealth.com,200.0,WINDWARD WEALTH STRATEGIES,,0,WindwardWealth.com is for sale | HugeDomains,title,47,0,,0,0,Needs Review,"{""candidates"": {""title"": [""WindwardWealth.com is for sale | HugeDomains""], ""og_site_name"": [""HugeDomains""], ""og_title"": [""WindwardWealth.com is for sale | HugeDomains""], ""h1"": [""WindwardWealth.com""], ""h2"": [""Since 2005, we've helped thousands of people get the perfect domain name"", ""Customer success stories"", ""Our promise to you""], ""logo_alt"": [""logo""], ""footer_text_snippet"": [""Shop Home Categories Payment plans My account Safe and secure Money back guarantee Escrow.com NameBright.com Testimonials Helpful Tips Buying guide Case studies FAQs About us Overview Contact us Terms and conditions Privacy policy Talk to a""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""WindwardWealth.com is for sale | HugeDomains"", ""source"": ""title"", ""match_to_display"": 47, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
